"Vitamin_id","Vitamin_name","protein_id","protein_name","Uniprot","geneid"
10,Vitamin C,9171,THTPA_HUMAN,Q9BU02,79178
10,Vitamin C,6634,FANCJ_HUMAN,Q9BX63,83990
10,Vitamin C,16560,STRA6_HUMAN,Q9BX79,64220
10,Vitamin C,15394,AMNLS_HUMAN,Q9BXJ7,81693
10,Vitamin C,8044,TMG4_HUMAN,Q9BZD6,79056
10,Vitamin C,4596,S19A3_HUMAN,Q9BZV2,80704
10,Vitamin C,784,EGLN1_HUMAN,Q9GZT9,54583
10,Vitamin C,5778,FGF23_HUMAN,Q9GZV9,8074
10,Vitamin C,11849,MMAD_HUMAN,Q9H3L0,27249
10,Vitamin C,15187,TXNIP_HUMAN,Q9H3M7,10628
10,Vitamin C,9671,TPK1_HUMAN,Q9H3S4,27010
10,Vitamin C,17666,GSTO2_HUMAN,Q9H4Y5,119391
10,Vitamin C,1383,EGLN3_HUMAN,Q9H6Z9,112399
10,Vitamin C,18222,PANK3_HUMAN,Q9H999,79646
10,Vitamin C,8196,S52A2_HUMAN,Q9HAB3,79581
10,Vitamin C,18967,PPCS_HUMAN,Q9HAB8,79717
10,Vitamin C,13622,BCDO1_HUMAN,Q9HAY6,53630
10,Vitamin C,11098,RDH14_HUMAN,Q9HBH5,57665
10,Vitamin C,396,CP4FB_HUMAN,Q9HBI6,57834
10,Vitamin C,7560,TPC_HUMAN,Q9HC21,60386
10,Vitamin C,398,CP4FC_HUMAN,Q9HCS2,66002
10,Vitamin C,2431,CD320_HUMAN,Q9NPF0,51293
10,Vitamin C,5604,MED4_HUMAN,Q9NPJ6,29079
10,Vitamin C,4090,S52A3_HUMAN,Q9NQ40,113278
10,Vitamin C,2115,CP26B_HUMAN,Q9NR63,56603
10,Vitamin C,18766,MXRA5_HUMAN,Q9NR99,25878
10,Vitamin C,13644,BAZ1A_HUMAN,Q9NRL2,11177
10,Vitamin C,15905,ADPPT_HUMAN,Q9NRN7,60496
10,Vitamin C,12293,LMBD1_HUMAN,Q9NUN5,55788
10,Vitamin C,19648,MED17_HUMAN,Q9NVC6,9440
10,Vitamin C,4212,S52A1_HUMAN,Q9NWF4,55065
10,Vitamin C,18517,P4HTM_HUMAN,Q9NXG6,54681
10,Vitamin C,573,CP39A_HUMAN,Q9NYL5,51302
10,Vitamin C,10199,RDH8_HUMAN,Q9NYR8,50700
10,Vitamin C,19630,MTRR_HUMAN,Q9UBK8,4552
10,Vitamin C,8381,S14L4_HUMAN,Q9UDX3,284904
10,Vitamin C,19436,KLOT_HUMAN,Q9UEF7,9365
10,Vitamin C,4582,S23A2_HUMAN,Q9UGH3,9962
10,Vitamin C,19961,NPCL1_HUMAN,Q9UHC9,29881
10,Vitamin C,4581,S23A1_HUMAN,Q9UHI7,9963
10,Vitamin C,12849,MED13_HUMAN,Q9UHV7,9969
10,Vitamin C,19649,MED23_HUMAN,Q9ULK4,9439
10,Vitamin C,8427,SC5A6_HUMAN,Q9Y289,8884
10,Vitamin C,13710,COG6_HUMAN,Q9Y2V7,57511
10,Vitamin C,5064,TR150_HUMAN,Q9Y2W1,9967
10,Vitamin C,11669,MED16_HUMAN,Q9Y2X0,10025
10,Vitamin C,12634,MMAC_HUMAN,Q9Y4U1,25974
10,Vitamin C,5276,UBIA1_HUMAN,Q9Y5Z9,29914
10,Vitamin C,491,DNM3A_HUMAN,Q9Y6K1,1788
10,Vitamin C,19995,NCOA3_HUMAN,Q9Y6Q9,8202
10,Vitamin C,5290,VDR_HUMAN,F1D8P8,7421
10,Vitamin C,8043,TMG1_HUMAN,O14668,5638
10,Vitamin C,10168,PLPHP_HUMAN,O94903,11212
10,Vitamin C,8441,S100G_HUMAN,P29377,795
10,Vitamin C,10117,RET2_HUMAN,P50120,5948
10,Vitamin C,10144,RET5_HUMAN,P82980,83758
10,Vitamin C,6884,ISX_HUMAN,Q2M1V0,91464
10,Vitamin C,5444,TYSY_HUMAN,Q53Y97,7298
10,Vitamin C,19747,OGFD2_HUMAN,Q6N063,79676
10,Vitamin C,11021,RETST_HUMAN,Q6NUM9,54884
10,Vitamin C,19748,OGFD3_HUMAN,Q6PK18,79701
10,Vitamin C,14126,DR9C7_HUMAN,Q8NEX9,121214
10,Vitamin C,16515,TMG3_HUMAN,Q9BZD7,79057
10,Vitamin C,11805,MGP_HUMAN,A0A024RAX0,4256
10,Vitamin C,10026,RET1_HUMAN,A0A0A0MQT0,5947
10,Vitamin C,14169,VKOR1_HUMAN,A0A0S2Z6I4,79001
10,Vitamin C,15960,AMD_HUMAN,A0A804HIQ0,5066
10,Vitamin C,14636,TYRO_HUMAN,L8B082,7299
10,Vitamin C,12962,CB083_HUMAN,Q53S99,
10,Vitamin C,16288,STC2_HUMAN,Q6FHC9,8614
10,Vitamin C,4170,S23A3_HUMAN,Q6PIS1,151295
10,Vitamin C,11930,LRP2_HUMAN,Q7Z5C0,4036
10,Vitamin C,10170,RET7_HUMAN,Q96R05,116362
10,Vitamin C,4062,S14L3_HUMAN,Q9UDX4,266629
10,Vitamin C,9857,PLPP_HUMAN,A0A024R1I3,57026
10,Vitamin C,19890,MUTA_HUMAN,A0A024RD82,4594
10,Vitamin C,19186,POSTN_HUMAN,A0A024RDS2,10631
10,Vitamin C,15788,ADRO_HUMAN,A0A0A0MSZ4,2232
10,Vitamin C,15788,ADRO_HUMAN,A0A0C4DFN8,2232
10,Vitamin C,19961,NPCL1_HUMAN,A0A0C4DFX6,29881
10,Vitamin C,15788,ADRO_HUMAN,A0A0C4DGN7,2232
10,Vitamin C,3908,PROS_HUMAN,A0A0S2Z4K3,5627
10,Vitamin C,3908,PROS_HUMAN,A0A0S2Z4L3,5627
10,Vitamin C,14169,VKOR1_HUMAN,A0A0S2Z5X7,79001
10,Vitamin C,4582,S23A2_HUMAN,A0A140VK48,9962
10,Vitamin C,8196,S52A2_HUMAN,A0A6Q8PHF8,79581
10,Vitamin C,19890,MUTA_HUMAN,B2R6K1,4594
10,Vitamin C,12860,NR1H4_HUMAN,B6ZGS9,9971
10,Vitamin C,8196,S52A2_HUMAN,E9PKE4,79581
10,Vitamin C,10169,RET4_HUMAN,Q5VY30,5950
10,Vitamin C,8230,S19A2_HUMAN,A0A024R8Y5,10560
10,Vitamin C,14293,VKGC_HUMAN,A0A8I5QJA4,2677
10,Vitamin C,3720,PROC_HUMAN,B4DPC8,5624
10,Vitamin C,4170,S23A3_HUMAN,B7Z508,151295
11,Vitamin D,13649,BECN1_HUMAN,A0A024R1X5,8678
11,Vitamin D,20042,NPT2A_HUMAN,A0A024R7R9,6569
11,Vitamin D,10799,PENK_HUMAN,A0A024R7V4,5179
11,Vitamin D,18907,PPBT_HUMAN,A0A024RAB4,249
11,Vitamin D,16898,AT2B1_HUMAN,A0A024RBC7,490
11,Vitamin D,18845,PPARD_HUMAN,A0A024RCW6,5467
11,Vitamin D,6009,HEM2_HUMAN,A0A140VJL9,210
11,Vitamin D,16733,TGFB1_HUMAN,A0A499FJK2,7040
11,Vitamin D,13543,CP1A1_HUMAN,A0N0X8,1543
11,Vitamin D,11953,LEP_HUMAN,A4D0Y8,3952
11,Vitamin D,13378,BMP7_HUMAN,A8K571,655
11,Vitamin D,19023,PPARG_HUMAN,E9PFV2,5468
11,Vitamin D,985,EPO_HUMAN,G9JKG7,2056
11,Vitamin D,4341,SGK1_HUMAN,O00141,6446
11,Vitamin D,16448,TAF4_HUMAN,O00268,6874
11,Vitamin D,10118,PLOD2_HUMAN,O00469,5352
11,Vitamin D,19662,NR5A2_HUMAN,O00482,2494
11,Vitamin D,2088,CYR61_HUMAN,O00622,3491
11,Vitamin D,10935,PDXK_HUMAN,O00764,8566
11,Vitamin D,913,ENPP3_HUMAN,O14638,5169
11,Vitamin D,16514,TMG2_HUMAN,O14669,5639
11,Vitamin D,15547,ABCD4_HUMAN,O14678,5826
11,Vitamin D,18210,PAHX_HUMAN,O14832,5264
11,Vitamin D,3205,DEGS1_HUMAN,O15121,8560
11,Vitamin D,9019,TIF1A_HUMAN,O15164,8805
11,Vitamin D,4066,S22A2_HUMAN,O15244,6582
11,Vitamin D,4226,S22A1_HUMAN,O15245,6580
11,Vitamin D,13590,BCAT2_HUMAN,O15382,587
11,Vitamin D,18516,P4HA2_HUMAN,O15460,8974
11,Vitamin D,3060,CP27B_HUMAN,O15528,1594
11,Vitamin D,51,CP26A_HUMAN,O43174,1592
11,Vitamin D,7704,SNAI2_HUMAN,O43623,6591
11,Vitamin D,13135,CALU_HUMAN,O43852,813
11,Vitamin D,11572,MED14_HUMAN,O60244,9282
11,Vitamin D,94,CUBN_HUMAN,O60494,8029
11,Vitamin D,9886,PLOD3_HUMAN,O60568,8985
11,Vitamin D,9369,SEP15_HUMAN,O60613,9403
11,Vitamin D,19360,JAK2_HUMAN,O60674,3717
11,Vitamin D,8230,S19A2_HUMAN,O60779,10560
11,Vitamin D,19938,NCOR1_HUMAN,O75376,9611
11,Vitamin D,11579,MED24_HUMAN,O75448,9862
11,Vitamin D,12861,NR1I2_HUMAN,O75469,8856
11,Vitamin D,1262,DHRS3_HUMAN,O75911,9249
11,Vitamin D,3850,PRAF3_HUMAN,O75915,10550
11,Vitamin D,8229,S14L2_HUMAN,O76054,23541
11,Vitamin D,16288,STC2_HUMAN,O76061,8614
11,Vitamin D,15881,AL1A2_HUMAN,O94788,8854
11,Vitamin D,12138,LRAT_HUMAN,O95237,9227
11,Vitamin D,15632,ABCA1_HUMAN,O95477,19
11,Vitamin D,14446,VNN1_HUMAN,O95497,8876
11,Vitamin D,14483,VNN2_HUMAN,O95498,8875
11,Vitamin D,9428,SNAI1_HUMAN,O95863,6615
11,Vitamin D,118,CYB5_HUMAN,P00167,1528
11,Vitamin D,16071,AL1A1_HUMAN,P00352,216
11,Vitamin D,12388,NB5R3_HUMAN,P00387,1727
11,Vitamin D,4782,SODC_HUMAN,P00441,6647
11,Vitamin D,16701,THRB_HUMAN,P00734,2147
11,Vitamin D,1629,FA9_HUMAN,P00740,2158
11,Vitamin D,1457,FA10_HUMAN,P00742,2159
11,Vitamin D,10799,PENK_HUMAN,P01210,5179
11,Vitamin D,9712,TSHB_HUMAN,P01222,7252
11,Vitamin D,3555,PTHY_HUMAN,P01270,5741
11,Vitamin D,7777,TNFA_HUMAN,P01375,7124
11,Vitamin D,5706,IFNG_HUMAN,P01579,3458
11,Vitamin D,985,EPO_HUMAN,P01588,2056
11,Vitamin D,14091,CO1A1_HUMAN,P02452,1277
11,Vitamin D,15433,APOA1_HUMAN,P02647,335
11,Vitamin D,10169,RET4_HUMAN,P02753,5950
11,Vitamin D,15887,ALBU_HUMAN,P02768,213
11,Vitamin D,14493,VTDB_HUMAN,P02774,2638
11,Vitamin D,468,CXL10_HUMAN,P02778,3627
11,Vitamin D,3571,OSTCN_HUMAN,P02818,632
11,Vitamin D,13427,C4BPA_HUMAN,P04003,722
11,Vitamin D,2283,CATA_HUMAN,P04040,847
11,Vitamin D,3720,PROC_HUMAN,P04070,5624
11,Vitamin D,9390,SHBG_HUMAN,P04278,6462
11,Vitamin D,13543,CP1A1_HUMAN,P04798,1543
11,Vitamin D,5444,TYSY_HUMAN,P04818,7298
11,Vitamin D,17275,ARGI1_HUMAN,P05089,383
11,Vitamin D,15518,APOD_HUMAN,P05090,347
11,Vitamin D,393,CP11A_HUMAN,P05108,1583
11,Vitamin D,18907,PPBT_HUMAN,P05186,249
11,Vitamin D,11340,KPCB_HUMAN,P05771,5579
11,Vitamin D,13222,CALB1_HUMAN,P05937,793
11,Vitamin D,9980,PRGR_HUMAN,P06401,5241
11,Vitamin D,3654,PYGL_HUMAN,P06737,5836
11,Vitamin D,760,GPX1_HUMAN,P07203,2876
11,Vitamin D,3908,PROS_HUMAN,P07225,5627
11,Vitamin D,6521,FES_HUMAN,P07332,2242
11,Vitamin D,6956,IGF1R_HUMAN,P08069,3480
11,Vitamin D,11805,MGP_HUMAN,P08493,4256
11,Vitamin D,574,CP3A4_HUMAN,P08684,1576
11,Vitamin D,2087,FA7_HUMAN,P08709,2155
11,Vitamin D,1252,DOPO_HUMAN,P09172,1621
11,Vitamin D,17594,GSTA2_HUMAN,P09210,2939
11,Vitamin D,5993,GSTP1_HUMAN,P09211,2950
11,Vitamin D,10026,RET1_HUMAN,P09455,5947
11,Vitamin D,6069,HMOX1_HUMAN,P09601,3162
11,Vitamin D,11868,LOX5_HUMAN,P09917,240
11,Vitamin D,10723,RARA_HUMAN,P10276,5914
11,Vitamin D,18638,OSTP_HUMAN,P10451,6696
11,Vitamin D,9885,RET3_HUMAN,P10745,5949
11,Vitamin D,6267,HEM4_HUMAN,P10746,7390
11,Vitamin D,17752,GTR1_HUMAN,P11166,6513
11,Vitamin D,5942,GTR3_HUMAN,P11169,6515
11,Vitamin D,9835,PIM1_HUMAN,P11309,5292
11,Vitamin D,5290,VDR_HUMAN,P11473,7421
11,Vitamin D,2811,CP2C9_HUMAN,P11712,1559
11,Vitamin D,1464,FA5_HUMAN,P12259,2153
11,Vitamin D,4518,RLBP1_HUMAN,P12271,6017
11,Vitamin D,18515,P4HA1_HUMAN,P13674,5033
11,Vitamin D,18838,PPA5_HUMAN,P13686,54
11,Vitamin D,6009,HEM2_HUMAN,P13716,210
11,Vitamin D,14636,TYRO_HUMAN,P14679,7299
11,Vitamin D,17695,GLNA_HUMAN,P15104,2752
11,Vitamin D,19130,NQO1_HUMAN,P15559,1728
11,Vitamin D,8889,TFE2_HUMAN,P15923,6929
11,Vitamin D,18865,NQO2_HUMAN,P16083,4835
11,Vitamin D,2304,CBR1_HUMAN,P16152,873
11,Vitamin D,8616,UD2B7_HUMAN,P16662,7364
11,Vitamin D,19440,KPCA_HUMAN,P17252,5578
11,Vitamin D,19373,KAPCA_HUMAN,P17612,5566
11,Vitamin D,722,ERCC2_HUMAN,P18074,2068
11,Vitamin D,13378,BMP7_HUMAN,P18075,655
11,Vitamin D,15960,AMD_HUMAN,P19021,5066
11,Vitamin D,8172,RXRA_HUMAN,P19793,6256
11,Vitamin D,20088,NFKB1_HUMAN,P19838,4790
11,Vitamin D,16898,AT2B1_HUMAN,P20020,490
11,Vitamin D,8784,TCO1_HUMAN,P20061,6947
11,Vitamin D,8785,TCO2_HUMAN,P20062,6948
11,Vitamin D,17969,GSTM3_HUMAN,P21266,2947
11,Vitamin D,19890,MUTA_HUMAN,P22033,4594
11,Vitamin D,8689,UD14_HUMAN,P22310,54657
11,Vitamin D,1386,ENPP1_HUMAN,P22413,5167
11,Vitamin D,6492,FGFR4_HUMAN,P22455,2264
11,Vitamin D,15788,ADRO_HUMAN,P22570,2232
11,Vitamin D,6618,FGFR3_HUMAN,P22607,2261
11,Vitamin D,3955,PROZ_HUMAN,P22891,8858
11,Vitamin D,2693,DGKA_HUMAN,P23743,1606
11,Vitamin D,2540,CCND1_HUMAN,P24385,595
11,Vitamin D,2996,CDK2_HUMAN,P24941,1017
11,Vitamin D,19394,IF_HUMAN,P27352,2694
11,Vitamin D,4571,RXRB_HUMAN,P28702,6257
11,Vitamin D,10464,RABP2_HUMAN,P29373,1382
11,Vitamin D,10517,PDIA3_HUMAN,P30101,2923
11,Vitamin D,16468,UFO_HUMAN,P30530,558
11,Vitamin D,7585,TSPO_HUMAN,P30536,706
11,Vitamin D,8394,S5A2_HUMAN,P31213,6716
11,Vitamin D,19684,MRP1_HUMAN,P33527,4363
11,Vitamin D,17989,GPC1_HUMAN,P35052,2817
11,Vitamin D,10808,PGH2_HUMAN,P35354,5743
11,Vitamin D,16457,UD13_HUMAN,P35503,54659
11,Vitamin D,13105,CBS_HUMAN,P35520,875
11,Vitamin D,9023,TIMP3_HUMAN,P35625,7078
11,Vitamin D,14293,VKGC_HUMAN,P38435,2677
11,Vitamin D,12042,LICH_HUMAN,P38571,3988
11,Vitamin D,20149,NNMT_HUMAN,P40261,4837
11,Vitamin D,5593,IL15_HUMAN,P40933,3600
11,Vitamin D,11953,LEP_HUMAN,P41159,3952
11,Vitamin D,13097,CASR_HUMAN,P41180,846
11,Vitamin D,3379,PTGDS_HUMAN,P41222,5730
11,Vitamin D,8171,S19A1_HUMAN,P41440,6573
11,Vitamin D,19624,MTHR_HUMAN,P42898,4524
11,Vitamin D,15763,AFAM_HUMAN,P43652,173
11,Vitamin D,5501,GATA4_HUMAN,P43694,2626
11,Vitamin D,15588,ABCG1_HUMAN,P45844,9619
11,Vitamin D,12111,MAP1B_HUMAN,P46821,4131
11,Vitamin D,5421,YAP1_HUMAN,P46937,10413
11,Vitamin D,16043,AL1A3_HUMAN,P47895,220
11,Vitamin D,17966,GSH1_HUMAN,P48506,2729
11,Vitamin D,12863,NR2C2_HUMAN,P49116,7182
11,Vitamin D,5908,FAS_HUMAN,P49327,2194
11,Vitamin D,9630,TTPA_HUMAN,P49638,7274
11,Vitamin D,4925,STC1_HUMAN,P52823,6781
11,Vitamin D,18770,PDX1_HUMAN,P52945,3651
11,Vitamin D,10374,PA216_HUMAN,P53816,11145
11,Vitamin D,10146,PLTP_HUMAN,P55058,5360
11,Vitamin D,19857,MTP_HUMAN,P55157,4547
11,Vitamin D,1857,CDN2D_HUMAN,P55273,1032
11,Vitamin D,4883,SUMO2_HUMAN,P61956,6613
11,Vitamin D,18959,PP2AB_HUMAN,P62714,5516
11,Vitamin D,5275,UBC9_HUMAN,P63279,7329
11,Vitamin D,18821,PP2AA_HUMAN,P67775,5515
11,Vitamin D,6381,FKB1B_HUMAN,P68106,2281
11,Vitamin D,403,CP4F2_HUMAN,P78329,8529
11,Vitamin D,17464,IRX5_HUMAN,P78411,10265
11,Vitamin D,17463,IRX4_HUMAN,P78413,50805
11,Vitamin D,18014,GSTO1_HUMAN,P78417,9446
11,Vitamin D,10864,PHEX_HUMAN,P78562,5251
11,Vitamin D,6250,HEPC_HUMAN,P81172,57817
11,Vitamin D,11930,LRP2_HUMAN,P98164,4036
11,Vitamin D,12788,OCRL_HUMAN,Q01968,4952
11,Vitamin D,55,CP27A_HUMAN,Q02318,1593
11,Vitamin D,10092,PLOD1_HUMAN,Q02809,5351
11,Vitamin D,19563,MUC2_HUMAN,Q02817,4583
11,Vitamin D,18845,PPARD_HUMAN,Q03181,5467
11,Vitamin D,20042,NPT2A_HUMAN,Q06495,6569
11,Vitamin D,18844,PPARA_HUMAN,Q07869,5465
11,Vitamin D,231,CP24A_HUMAN,Q07973,1591
11,Vitamin D,19558,MN1_HUMAN,Q10571,4330
11,Vitamin D,5826,FUT2_HUMAN,Q10981,2524
11,Vitamin D,12859,NR1H3_HUMAN,Q13133,10062
11,Vitamin D,2675,DMP1_HUMAN,Q13316,1758
11,Vitamin D,2987,CENPR_HUMAN,Q13352,23421
11,Vitamin D,9280,SNW1_HUMAN,Q13573,22938
11,Vitamin D,979,ENPP2_HUMAN,Q13822,5168
11,Vitamin D,13729,AUHM_HUMAN,Q13825,549
11,Vitamin D,13958,BAAT_HUMAN,Q14032,570
11,Vitamin D,7655,TOB2_HUMAN,Q14106,10766
11,Vitamin D,4942,TRI25_HUMAN,Q14258,7706
11,Vitamin D,6371,GAS6_HUMAN,Q14393,2621
11,Vitamin D,13649,BECN1_HUMAN,Q14457,8678
11,Vitamin D,19937,NCOA6_HUMAN,Q14686,23054
11,Vitamin D,19186,POSTN_HUMAN,Q15063,10631
11,Vitamin D,11088,RGN_HUMAN,Q15493,9104
11,Vitamin D,8576,TAF11_HUMAN,Q15544,6882
11,Vitamin D,8749,TAF7_HUMAN,Q15545,6879
11,Vitamin D,13270,BGH3_HUMAN,Q15582,7045
11,Vitamin D,11575,MED1_HUMAN,Q15648,5469
11,Vitamin D,19993,NCOA1_HUMAN,Q15788,8648
11,Vitamin D,12816,MSMO1_HUMAN,Q15800,6307
11,Vitamin D,5352,UB2V2_HUMAN,Q15819,7336
11,Vitamin D,4447,RPE65_HUMAN,Q16518,6121
11,Vitamin D,11192,KYNU_HUMAN,Q16719,8942
11,Vitamin D,16444,UPP1_HUMAN,Q16831,7378
11,Vitamin D,7574,TRXR1_HUMAN,Q16881,7296
11,Vitamin D,20338,P3H1_HUMAN,Q32P28,64175
11,Vitamin D,13348,C27C1_HUMAN,Q4G0S4,339761
11,Vitamin D,72,CTL4_HUMAN,Q53GD3,80736
11,Vitamin D,10175,PDZ11_HUMAN,Q5EBL8,51248
11,Vitamin D,13802,ARH_HUMAN,Q5SW96,26119
11,Vitamin D,19282,KANK2_HUMAN,Q63ZY3,25959
11,Vitamin D,2540,CCND1_HUMAN,Q6FI00,595
11,Vitamin D,10723,RARA_HUMAN,Q6I9R7,5914
11,Vitamin D,2958,CCD62_HUMAN,Q6P9F0,84660
11,Vitamin D,2870,CP26C_HUMAN,Q6V0L0,340665
11,Vitamin D,3028,CP2R1_HUMAN,Q6VVX0,120227
11,Vitamin D,760,GPX1_HUMAN,Q7L4Q3,2876
11,Vitamin D,18317,P4HA3_HUMAN,Q7Z4N8,283208
11,Vitamin D,17828,GLRX5_HUMAN,Q86SX6,51218
11,Vitamin D,18287,OSTB_HUMAN,Q86UW2,123264
11,Vitamin D,11853,MMAA_HUMAN,Q8IVH4,166785
11,Vitamin D,20293,P3H2_HUMAN,Q8IVL5,55214
11,Vitamin D,20412,P3H3_HUMAN,Q8IVL6,10536
11,Vitamin D,14540,VKORL_HUMAN,Q8N0U8,154807
11,Vitamin D,13884,CLYBL_HUMAN,Q8N0X4,171425
11,Vitamin D,10006,PIAS4_HUMAN,Q8N2W9,51588
11,Vitamin D,9549,SFRP1_HUMAN,Q8N474,6422
11,Vitamin D,12701,OGFD1_HUMAN,Q8N543,55239
11,Vitamin D,10318,RDH13_HUMAN,Q8NBN7,112724
11,Vitamin D,6558,FAD1_HUMAN,Q8NFF5,80308
11,Vitamin D,7666,TPC2_HUMAN,Q8NHX9,219931
11,Vitamin D,17486,GDAP1_HUMAN,Q8TB36,54332
11,Vitamin D,3499,RDH11_HUMAN,Q8TC12,51109
11,Vitamin D,10205,PIGO_HUMAN,Q8TEQ8,84720
11,Vitamin D,17937,IPO4_HUMAN,Q8TEX9,79711
11,Vitamin D,4051,SCRB1_HUMAN,Q8WTV0,949
11,Vitamin D,16874,AQP3_HUMAN,Q92482,360
11,Vitamin D,10469,RDH1_HUMAN,Q92781,5959
11,Vitamin D,11574,MED12_HUMAN,Q93074,9968
11,Vitamin D,5966,HMR1_HUMAN,Q95460,3140
11,Vitamin D,9962,RIFK_HUMAN,Q969G6,55312
11,Vitamin D,16945,ARRD3_HUMAN,Q96B67,57561
11,Vitamin D,11692,MMAB_HUMAN,Q96EY8,326625
11,Vitamin D,8391,S47A1_HUMAN,Q96FL8,55244
11,Vitamin D,9857,PLPP_HUMAN,Q96GD0,57026
11,Vitamin D,9545,SMRD1_HUMAN,Q96GM5,6602
11,Vitamin D,5602,MED30_HUMAN,Q96HR3,90390
11,Vitamin D,4045,SCLY_HUMAN,Q96I15,51540
11,Vitamin D,1472,EGLN2_HUMAN,Q96KS0,112398
11,Vitamin D,11097,RDH12_HUMAN,Q96NR8,145226
11,Vitamin D,15926,ALKB3_HUMAN,Q96Q83,221120
11,Vitamin D,12860,NR1H4_HUMAN,Q96RI1,9971
11,Vitamin D,15792,ACOX2_HUMAN,Q99424,8309
11,Vitamin D,12130,LGMN_HUMAN,Q99538,5641
11,Vitamin D,2276,CDX2_HUMAN,Q99626,1045
11,Vitamin D,859,GFI1_HUMAN,Q99684,2672
11,Vitamin D,7144,METH_HUMAN,Q99707,4548
11,Vitamin D,14169,VKOR1_HUMAN,Q9BQB6,79001
11,Vitamin D,1923,CSTN3_HUMAN,Q9BQT9,9746
11,Vitamin D,15835,AIFM2_HUMAN,Q9BRQ8,84883
11,Vitamin D,2601,DHRS4_HUMAN,Q9BTZ2,10901
11,Vitamin D,9171,THTPA_HUMAN,Q9BU02,79178
11,Vitamin D,6634,FANCJ_HUMAN,Q9BX63,83990
11,Vitamin D,16560,STRA6_HUMAN,Q9BX79,64220
11,Vitamin D,15394,AMNLS_HUMAN,Q9BXJ7,81693
11,Vitamin D,8044,TMG4_HUMAN,Q9BZD6,79056
11,Vitamin D,4596,S19A3_HUMAN,Q9BZV2,80704
11,Vitamin D,784,EGLN1_HUMAN,Q9GZT9,54583
11,Vitamin D,5778,FGF23_HUMAN,Q9GZV9,8074
11,Vitamin D,11849,MMAD_HUMAN,Q9H3L0,27249
11,Vitamin D,15187,TXNIP_HUMAN,Q9H3M7,10628
11,Vitamin D,9671,TPK1_HUMAN,Q9H3S4,27010
11,Vitamin D,17666,GSTO2_HUMAN,Q9H4Y5,119391
11,Vitamin D,1383,EGLN3_HUMAN,Q9H6Z9,112399
11,Vitamin D,18222,PANK3_HUMAN,Q9H999,79646
11,Vitamin D,8196,S52A2_HUMAN,Q9HAB3,79581
11,Vitamin D,18967,PPCS_HUMAN,Q9HAB8,79717
11,Vitamin D,13622,BCDO1_HUMAN,Q9HAY6,53630
11,Vitamin D,11098,RDH14_HUMAN,Q9HBH5,57665
11,Vitamin D,396,CP4FB_HUMAN,Q9HBI6,57834
11,Vitamin D,7560,TPC_HUMAN,Q9HC21,60386
11,Vitamin D,398,CP4FC_HUMAN,Q9HCS2,66002
11,Vitamin D,2431,CD320_HUMAN,Q9NPF0,51293
11,Vitamin D,5604,MED4_HUMAN,Q9NPJ6,29079
11,Vitamin D,4090,S52A3_HUMAN,Q9NQ40,113278
11,Vitamin D,2115,CP26B_HUMAN,Q9NR63,56603
11,Vitamin D,18766,MXRA5_HUMAN,Q9NR99,25878
11,Vitamin D,13644,BAZ1A_HUMAN,Q9NRL2,11177
11,Vitamin D,15905,ADPPT_HUMAN,Q9NRN7,60496
11,Vitamin D,12293,LMBD1_HUMAN,Q9NUN5,55788
